1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1972:Q4,151516.00,0.00,14496.00,69692.00,0.00,-17896.00,-656.00,-11092.00,-8264.00,3224.00,-1108.00,13632.00,-17220.00,-3524.00,7056.00,78104.00,7176.00,222626.00,76177.00,34313.00,113483.00,-1271.00,-76.00,128802.00,23308.00,21882.00,83612.00,93824.00,52869.00,12431.00,29871.00,-1271.00,-76.00,110074.00,44000.00,30472.00,23834.00,1128.00,10640.00,7020.00,142286.00,29871.00,-148.00,376.00,112939.00,124761.00,-11822.00,948551.00,15.00,11.91,13.15,-1.25
1973:Q1,203632.00,0.00,20324.00,87592.00,0.00,6664.00,-4820.00,3048.00,-1436.00,8868.00,1004.00,-2508.00,-3908.00,-1584.00,7216.00,75600.00,14236.00,235209.00,79809.00,36475.00,122194.00,-1289.00,-1980.00,131758.00,24599.00,21911.00,85248.00,103451.00,55210.00,14564.00,36946.00,-1289.00,-1980.00,129564.00,45235.00,18937.00,24978.00,-2864.00,43278.00,7256.00,184775.00,36946.00,-272.00,516.00,148617.00,118279.00,30338.00,966902.00,19.11,15.37,12.23,3.14
1973:Q2,219360.00,0.00,29284.00,61012.00,0.00,40664.00,2964.00,35292.00,-276.00,3444.00,-760.00,732.00,-1004.00,-2756.00,7420.00,74724.00,9284.00,243151.00,77616.00,38602.00,121715.00,-1308.00,6526.00,135655.00,25359.00,22606.00,87690.00,107496.00,52257.00,15996.00,34025.00,-1308.00,6526.00,85140.00,38832.00,17080.00,25582.00,-4444.00,8090.00,6116.00,247832.00,34025.00,-340.00,544.00,214691.00,128654.00,86037.00,993408.00,24.95,21.61,12.95,8.66
1973:Q3,164340.00,0.00,-15108.00,54796.00,0.00,39096.00,3104.00,15284.00,4060.00,8812.00,7836.00,-9008.00,436.00,64.00,7452.00,77152.00,9460.00,239541.00,76889.00,39315.00,121254.00,-1331.00,3414.00,139899.00,26222.00,23358.00,90319.00,99642.00,50667.00,15957.00,30935.00,-1331.00,3414.00,88252.00,41680.00,-5620.00,19286.00,928.00,31978.00,6312.00,182042.00,30935.00,16.00,552.00,151643.00,132341.00,19302.00,1015959.00,17.92,14.93,13.03,1.90
1973:Q4,171148.00,0.00,16180.00,45544.00,0.00,13324.00,17864.00,-8800.00,-4612.00,5100.00,3772.00,14452.00,-10380.00,-4608.00,7304.00,80336.00,8996.00,236476.00,74724.00,38593.00,118848.00,-1360.00,5671.00,143896.00,27191.00,24150.00,92555.00,92580.00,47533.00,14443.00,26293.00,-1360.00,5671.00,63698.00,44262.00,-13746.00,19990.00,-1240.00,14432.00,6720.00,206750.00,26293.00,-88.00,556.00,181101.00,147882.00,33219.00,1048213.00,19.72,17.28,14.11,3.17
1974:Q1,222988.00,0.00,13396.00,81832.00,1052.00,26556.00,5704.00,16912.00,-10364.00,7672.00,6632.00,-336.00,2544.00,12.00,7132.00,79656.00,11144.00,224415.00,71466.00,37991.00,117643.00,-1397.00,-1288.00,148434.00,28048.00,25266.00,95120.00,75981.00,43418.00,12725.00,22523.00,-1397.00,-1288.00,112893.00,41785.00,19467.00,14340.00,-428.00,37729.00,6720.00,192796.00,22523.00,-196.00,576.00,171045.00,144206.00,26839.00,1061597.00,18.16,16.11,13.58,2.53
1974:Q2,219216.00,0.00,8220.00,68976.00,1228.00,39792.00,7904.00,12368.00,4912.00,4052.00,10556.00,5432.00,-2256.00,-1900.00,6928.00,83440.00,9356.00,230720.00,70229.00,37730.00,121295.00,-1428.00,2894.00,152392.00,29204.00,26098.00,97090.00,78328.00,41025.00,11632.00,24205.00,-1428.00,2894.00,109136.00,35082.00,31618.00,13472.00,1592.00,27372.00,6408.00,194816.00,24205.00,-36.00,564.00,171211.00,135042.00,36169.00,1081469.00,18.01,15.83,12.49,3.34
1974:Q3,190344.00,0.00,-10756.00,29896.00,3264.00,77208.00,17848.00,11704.00,22428.00,16300.00,8928.00,-840.00,-4156.00,-3808.00,7020.00,87348.00,5168.00,234095.00,70122.00,38227.00,126629.00,-1456.00,573.00,157908.00,30451.00,26913.00,100544.00,76187.00,39671.00,11314.00,26085.00,-1456.00,573.00,116579.00,35417.00,33647.00,9660.00,3272.00,34583.00,6164.00,156117.00,26085.00,-408.00,560.00,131000.00,135693.00,-4693.00,1111700.00,14.04,11.78,12.21,-0.42
1974:Q4,177032.00,0.00,10280.00,47272.00,3972.00,12368.00,-7848.00,-14552.00,8632.00,488.00,25648.00,7652.00,-988.00,92.00,7404.00,86692.00,2288.00,213857.00,62623.00,39415.00,118105.00,-1479.00,-4807.00,164945.00,31789.00,27702.00,105454.00,48912.00,30834.00,11713.00,12651.00,-1479.00,-4807.00,75560.00,31221.00,24331.00,-1688.00,2140.00,19556.00,5900.00,156284.00,12651.00,-556.00,576.00,144765.00,151972.00,-7207.00,1138457.00,13.73,12.72,13.35,-0.63
1975:Q1,211848.00,0.00,-13516.00,107616.00,4964.00,-3616.00,-12140.00,-9132.00,-5152.00,9412.00,13396.00,9696.00,-4208.00,3440.00,12188.00,88704.00,6580.00,224952.00,60563.00,38990.00,122133.00,-1506.00,4772.00,169347.00,32155.00,29615.00,107577.00,55605.00,28408.00,9375.00,14556.00,-1506.00,4772.00,78733.00,31363.00,17345.00,2113.00,2612.00,25300.00,5948.00,194669.00,14556.00,4268.00,588.00,176433.00,143924.00,32509.00,1157933.00,16.81,15.24,12.43,2.81
1975:Q2,240080.00,0.00,46856.00,74400.00,164.00,7972.00,-19720.00,47588.00,-11060.00,-1176.00,-7660.00,5800.00,-2324.00,-124.00,9400.00,92020.00,5916.00,229004.00,63393.00,39397.00,126681.00,-1507.00,1040.00,173553.00,33349.00,30367.00,109837.00,55451.00,30044.00,9030.00,16844.00,-1507.00,1040.00,61751.00,34050.00,15966.00,-2651.00,2740.00,11646.00,6465.00,240245.00,16844.00,496.00,592.00,223497.00,183518.00,39979.00,1226477.00,19.59,18.22,14.96,3.26
1975:Q3,181084.00,0.00,-14180.00,64048.00,188.00,31740.00,-17496.00,29784.00,-4340.00,6928.00,16864.00,-3560.00,-4848.00,-4112.00,8236.00,97128.00,6444.00,243745.00,68255.00,40464.00,136036.00,-1493.00,483.00,177901.00,34353.00,31053.00,112495.00,65844.00,33902.00,9411.00,23541.00,-1493.00,483.00,91822.00,41511.00,10797.00,11773.00,3408.00,24333.00,6717.00,161823.00,23541.00,-716.00,584.00,139582.00,153782.00,-14200.00,1231254.00,13.14,11.34,12.49,-1.15
1975:Q4,223112.00,0.00,-11688.00,79656.00,-48.00,26512.00,-9372.00,10992.00,-392.00,8156.00,17128.00,20656.00,-6572.00,-1888.00,11084.00,96500.00,8900.00,256544.00,72480.00,41294.00,142158.00,-1465.00,2077.00,181595.00,35166.00,31675.00,114754.00,74949.00,37314.00,9619.00,27404.00,-1465.00,2077.00,106093.00,49033.00,12231.00,19845.00,3968.00,21016.00,6662.00,198631.00,27404.00,1644.00,584.00,170167.00,154824.00,15343.00,1261488.00,15.75,13.49,12.27,1.22
1976:Q1,246880.00,0.00,24136.00,112408.00,-556.00,-15352.00,7096.00,-21628.00,-4392.00,15768.00,-12196.00,11644.00,5620.00,-1712.00,7956.00,94712.00,8024.00,271918.00,79910.00,41855.00,150389.00,-1413.00,1177.00,186856.00,35966.00,32128.00,118762.00,85062.00,43944.00,9727.00,31627.00,-1413.00,1177.00,130958.00,62492.00,20116.00,19262.00,7064.00,22024.00,6806.00,207791.00,31627.00,-496.00,628.00,177288.00,150346.00,26942.00,1290456.00,16.10,13.74,11.65,2.09
1976:Q2,280856.00,0.00,26212.00,93900.00,-864.00,50504.00,-1960.00,28248.00,2496.00,12272.00,9448.00,-7300.00,7980.00,-3864.00,9840.00,92512.00,11936.00,279572.00,84251.00,42991.00,152785.00,-1366.00,911.00,191135.00,36743.00,32821.00,121571.00,88437.00,47508.00,10170.00,31214.00,-1366.00,911.00,105989.00,49129.00,15163.00,18102.00,7028.00,16567.00,7065.00,270369.00,31214.00,1032.00,624.00,238747.00,148142.00,90605.00,1308055.00,20.67,18.25,11.33,6.93
1976:Q3,197080.00,0.00,-12064.00,86316.00,-76.00,5576.00,-7812.00,-3176.00,-2372.00,2848.00,16088.00,-5640.00,1540.00,-3920.00,8888.00,102796.00,13664.00,287707.00,84164.00,44500.00,156420.00,-1314.00,3937.00,195420.00,37672.00,33648.00,124100.00,92287.00,46492.00,10852.00,32320.00,-1314.00,3937.00,120440.00,61526.00,16330.00,19762.00,4128.00,18694.00,7173.00,176099.00,32320.00,-468.00,644.00,144891.00,147951.00,-3060.00,1337692.00,13.16,10.83,11.06,-0.23
1976:Q4,253008.00,0.00,11592.00,107380.00,236.00,-18512.00,-8904.00,-36908.00,13840.00,-6688.00,20148.00,21804.00,1688.00,-2120.00,10108.00,105292.00,15540.00,301025.00,96203.00,45875.00,161586.00,-1267.00,-1372.00,200187.00,38750.00,34613.00,126824.00,100838.00,57453.00,11262.00,34762.00,-1267.00,-1372.00,136309.00,67095.00,17165.00,30734.00,4768.00,16547.00,7900.00,225437.00,34762.00,812.00,660.00,190523.00,142790.00,47733.00,1366910.00,16.49,13.94,10.45,3.49
1977:Q1,329952.00,0.00,49064.00,144024.00,-1768.00,22264.00,31240.00,-3884.00,-16876.00,6868.00,4916.00,-6792.00,-5776.00,-2476.00,9200.00,109612.00,12600.00,318228.00,101599.00,47638.00,169694.00,-1203.00,500.00,207899.00,40961.00,34809.00,132129.00,110329.00,60638.00,12829.00,37565.00,-1203.00,500.00,186528.00,80538.00,22118.00,28264.00,4112.00,51496.00,14162.00,267915.00,37565.00,-824.00,716.00,231890.00,130275.00,101615.00,1391164.00,19.26,16.67,9.36,7.30
1977:Q2,258292.00,0.00,11916.00,83388.00,312.00,37188.00,12040.00,12276.00,444.00,13328.00,-900.00,-1416.00,-6788.00,2244.00,9732.00,103384.00,18332.00,345209.00,115751.00,49584.00,174577.00,-1182.00,6479.00,213809.00,42273.00,36005.00,135531.00,131400.00,73478.00,13579.00,39046.00,-1182.00,6479.00,174240.00,89280.00,24844.00,40920.00,6356.00,12840.00,7874.00,223327.00,39046.00,104.00,752.00,184929.00,142677.00,42252.00,1432595.00,15.59,12.91,9.96,2.95
1977:Q3,266636.00,0.00,17492.00,102912.00,-244.00,15268.00,3316.00,14776.00,1372.00,-6268.00,2072.00,-14456.00,-3156.00,2864.00,9744.00,116632.00,19580.00,355225.00,119074.00,51441.00,178975.00,-1186.00,6921.00,219307.00,43638.00,37317.00,138352.00,135918.00,75436.00,14124.00,40623.00,-1186.00,6921.00,180977.00,97305.00,22651.00,36092.00,2308.00,22621.00,7653.00,229230.00,40623.00,-4.00,772.00,189383.00,154459.00,34924.00,1476478.00,15.53,12.83,10.46,2.37
1977:Q4,264600.00,0.00,-7724.00,89008.00,964.00,20728.00,12192.00,-11000.00,1656.00,9904.00,7976.00,27820.00,-9204.00,-968.00,11260.00,112320.00,20396.00,369916.00,121184.00,54121.00,185170.00,-1214.00,10655.00,225786.00,45057.00,38738.00,141991.00,144130.00,76127.00,15383.00,43179.00,-1214.00,10655.00,174218.00,98263.00,23637.00,37884.00,4192.00,10242.00,7415.00,241927.00,43179.00,-28.00,796.00,199572.00,165229.00,34343.00,1526535.00,15.85,13.07,10.82,2.25
1978:Q1,342320.00,0.00,55596.00,116016.00,6148.00,12152.00,1636.00,-11524.00,616.00,28604.00,-7180.00,9128.00,-15796.00,2020.00,10624.00,126036.00,20396.00,365283.00,125927.00,54294.00,184117.00,-1266.00,2211.00,234950.00,48030.00,38858.00,148062.00,130333.00,77897.00,15436.00,36055.00,-1266.00,2211.00,221125.00,99815.00,24989.00,39675.00,9860.00,46786.00,7168.00,258696.00,36055.00,40.00,856.00,223457.00,170058.00,53399.00,1562876.00,16.55,14.30,10.88,3.42
1978:Q2,326116.00,0.00,22132.00,85600.00,5264.00,68284.00,21924.00,28332.00,-204.00,24712.00,-6480.00,8240.00,-10456.00,-2316.00,12276.00,117224.00,19868.00,398505.00,135929.00,60159.00,200856.00,-1326.00,2887.00,241922.00,49661.00,40398.00,151863.00,156583.00,86268.00,19761.00,48993.00,-1326.00,2887.00,240482.00,99995.00,29685.00,60227.00,13136.00,37439.00,7096.00,249313.00,48993.00,1272.00,872.00,199920.00,158885.00,41035.00,1610855.00,15.48,12.41,9.86,2.55
1978:Q3,298452.00,0.00,16732.00,93920.00,4660.00,29524.00,1144.00,23532.00,176.00,19872.00,-15200.00,9124.00,-10844.00,52.00,11460.00,123972.00,19852.00,413475.00,141225.00,63659.00,201372.00,-1380.00,8599.00,249904.00,51404.00,41980.00,156520.00,163571.00,89821.00,21679.00,44852.00,-1380.00,8599.00,241101.00,117501.00,29479.00,45191.00,10984.00,37946.00,7196.00,228119.00,44852.00,-516.00,864.00,184647.00,166646.00,18001.00,1651029.00,13.82,11.18,10.09,1.09
1978:Q4,318928.00,0.00,-15552.00,91232.00,6852.00,53044.00,34060.00,-20272.00,2352.00,34216.00,2688.00,35532.00,-4272.00,-708.00,11884.00,121916.00,19000.00,418754.00,144651.00,67190.00,206536.00,-1425.00,1802.00,258036.00,53257.00,43608.00,161171.00,160718.00,91394.00,23582.00,45365.00,-1425.00,1802.00,223061.00,123672.00,33008.00,40559.00,-9876.00,35698.00,7296.00,263881.00,45365.00,936.00,868.00,218448.00,170658.00,47790.00,1695518.00,15.56,12.88,10.07,2.82
1979:Q1,316784.00,0.00,35908.00,89864.00,27060.00,37160.00,18212.00,-5084.00,5620.00,25744.00,-7332.00,1908.00,-17216.00,-2836.00,10532.00,114264.00,20140.00,427141.00,143959.00,70695.00,208077.00,-1476.00,5886.00,265712.00,55866.00,44679.00,165167.00,161429.00,88093.00,26016.00,42910.00,-1476.00,5886.00,254483.00,121928.00,29348.00,45223.00,1124.00,56860.00,7448.00,231178.00,42910.00,-724.00,932.00,189924.00,184527.00,5397.00,1745731.00,13.24,10.88,10.57,0.31
1979:Q2,337288.00,0.00,38976.00,44816.00,27952.00,86128.00,5544.00,61364.00,-744.00,25420.00,-5456.00,13164.00,-24060.00,-288.00,11580.00,118340.00,20680.00,429309.00,146219.00,72300.00,206981.00,-1512.00,5321.00,274508.00,57921.00,46335.00,170252.00,154801.00,88298.00,25965.00,36729.00,-1512.00,5321.00,265618.00,111864.00,53564.00,44711.00,16160.00,39319.00,7312.00,233783.00,36729.00,700.00,904.00,197258.00,174984.00,22274.00,1777854.00,13.15,11.10,9.84,1.25
1979:Q3,342720.00,0.00,44132.00,79948.00,28564.00,47056.00,15676.00,38580.00,4140.00,14136.00,-25476.00,12260.00,-25168.00,-3080.00,10388.00,129712.00,18908.00,445207.00,149049.00,75783.00,215211.00,-1550.00,6714.00,283377.00,60042.00,47999.00,175336.00,161830.00,89007.00,27784.00,39875.00,-1550.00,6714.00,271407.00,122368.00,52504.00,45931.00,10156.00,40448.00,7464.00,240607.00,39875.00,-196.00,932.00,201860.00,171761.00,30099.00,1830535.00,13.14,11.03,9.38,1.64
1979:Q4,401252.00,0.00,-27652.00,83896.00,38548.00,114004.00,-336.00,90768.00,-4092.00,11728.00,15936.00,32288.00,-23212.00,-2688.00,11244.00,156736.00,18088.00,435929.00,146633.00,76347.00,213456.00,-1593.00,1086.00,291499.00,62230.00,49661.00,179608.00,144430.00,84403.00,26686.00,33848.00,-1593.00,1086.00,242721.00,108002.00,51210.00,37379.00,-3028.00,49158.00,7940.00,310901.00,33848.00,1108.00,948.00,276893.00,178906.00,97987.00,1883009.00,16.51,14.70,9.50,5.20
1980:Q1,335739.00,0.00,10296.00,95784.00,58328.00,2408.00,7648.00,-8708.00,26268.00,10120.00,-32920.00,-16348.00,-11633.00,-6660.00,9836.00,180144.00,13584.00,429231.00,138914.00,75901.00,215664.00,-1641.00,393.00,300780.00,63874.00,51975.00,184931.00,128451.00,75040.00,23926.00,30733.00,-1641.00,393.00,228530.00,98420.00,49496.00,17909.00,14308.00,48397.00,8168.00,243828.00,30733.00,-1240.00,992.00,215327.00,189694.00,25633.00,1945976.00,12.53,11.07,9.75,1.32
1980:Q2,376238.00,0.00,-5424.00,92952.00,61896.00,13700.00,-41144.00,53548.00,-4424.00,5268.00,452.00,14828.00,-19878.00,2744.00,10760.00,197820.00,6840.00,379771.00,115564.00,72621.00,196947.00,-1678.00,-3683.00,310975.00,66159.00,53508.00,191308.00,68796.00,49405.00,19113.00,5639.00,-1678.00,-3683.00,127543.00,57713.00,58983.00,-25283.00,9824.00,26306.00,8716.00,326207.00,5639.00,-504.00,1000.00,322072.00,206041.00,116031.00,1964614.00,16.60,16.39,10.49,5.91
1980:Q3,432260.00,0.00,60776.00,138152.00,744.00,-17156.00,-10620.00,-7140.00,-3392.00,3472.00,524.00,23716.00,-5004.00,1156.00,9672.00,209844.00,10360.00,390776.00,121953.00,74627.00,209445.00,-1706.00,-13543.00,318831.00,68495.00,54888.00,195448.00,71945.00,53458.00,19739.00,13997.00,-1706.00,-13543.00,195320.00,104602.00,46258.00,5961.00,11552.00,26947.00,9296.00,318181.00,13997.00,-1196.00,1024.00,306404.00,218099.00,88305.00,2035013.00,15.64,15.06,10.72,4.34
1980:Q4,461687.00,0.00,-1960.00,170576.00,-21340.00,48168.00,29740.00,29504.00,6188.00,6784.00,-24048.00,36820.00,-10985.00,396.00,10748.00,198540.00,30724.00,427896.00,136663.00,79377.00,219544.00,-1722.00,-5966.00,326046.00,70885.00,56108.00,199053.00,101850.00,65778.00,23269.00,20491.00,-1722.00,-5966.00,221823.00,109204.00,39440.00,15125.00,24160.00,33894.00,8932.00,350646.00,20491.00,824.00,1044.00,330375.00,238951.00,91424.00,2126202.00,16.49,15.54,11.24,4.30
1981:Q1,394219.00,0.00,67724.00,9184.00,133384.00,-12844.00,12032.00,-61668.00,-17388.00,61888.00,-7708.00,-5940.00,-26113.00,4496.00,9172.00,186444.00,28712.00,456288.00,136318.00,83905.00,228760.00,-1764.00,9069.00,332957.00,70477.00,60032.00,202448.00,123331.00,65841.00,23873.00,26312.00,-1764.00,9069.00,178343.00,76842.00,43694.00,21285.00,-3084.00,39606.00,8652.00,347859.00,26312.00,-1516.00,1168.00,324231.00,225759.00,98472.00,2173012.00,16.01,14.92,10.39,4.53
1981:Q2,395097.00,0.00,20208.00,87596.00,41152.00,43564.00,-32540.00,48440.00,1720.00,26024.00,-80.00,21580.00,-38551.00,5620.00,10604.00,174132.00,29192.00,455436.00,134024.00,89858.00,224009.00,-1763.00,9308.00,339555.00,72748.00,61111.00,205696.00,115881.00,61276.00,28747.00,18313.00,-1763.00,9308.00,198090.00,86649.00,36719.00,22921.00,10036.00,41765.00,9124.00,322011.00,18313.00,-212.00,1176.00,305086.00,227800.00,77286.00,2208757.00,14.58,13.81,10.31,3.50
1981:Q3,434321.00,0.00,29056.00,100992.00,115952.00,10496.00,-28112.00,21928.00,-3344.00,28264.00,-8240.00,11496.00,-52047.00,2740.00,8832.00,179320.00,27484.00,466203.00,124951.00,95061.00,234227.00,-1761.00,13725.00,346877.00,74945.00,62112.00,209820.00,119326.00,50006.00,32949.00,24407.00,-1761.00,13725.00,160389.00,59481.00,33439.00,27865.00,5328.00,34276.00,9508.00,402766.00,24407.00,-1616.00,1168.00,381143.00,267315.00,113828.00,2290864.00,17.58,16.64,11.67,4.97
1981:Q4,432488.00,0.00,77664.00,74316.00,70488.00,6832.00,7552.00,-25604.00,2764.00,1064.00,21056.00,49840.00,-50876.00,5112.00,9720.00,161236.00,28156.00,440915.00,113602.00,101248.00,220203.00,-1760.00,7622.00,353572.00,77066.00,63035.00,213471.00,87343.00,36536.00,38213.00,6732.00,-1760.00,7622.00,152312.00,48388.00,54720.00,7281.00,16340.00,25583.00,9764.00,377283.00,6732.00,-148.00,1160.00,371859.00,289037.00,82822.00,2330261.00,16.19,15.96,12.40,3.55
1982:Q1,450768.00,0.00,33672.00,123160.00,27648.00,104428.00,16044.00,18704.00,-1936.00,73880.00,-2264.00,14292.00,-24700.00,3812.00,7676.00,156220.00,4560.00,434750.00,108663.00,97899.00,226607.00,-1879.00,3460.00,354083.00,76091.00,66951.00,211041.00,80667.00,32572.00,30948.00,15566.00,-1879.00,3460.00,169522.00,61269.00,45323.00,22625.00,-9116.00,49421.00,11476.00,373389.00,15566.00,-2768.00,1200.00,361791.00,279536.00,82255.00,2362593.00,15.80,15.31,11.83,3.48
1982:Q2,472526.00,0.00,-16476.00,107552.00,46212.00,128748.00,27352.00,66596.00,1684.00,57836.00,-24720.00,24668.00,-14662.00,968.00,8144.00,181924.00,5448.00,432863.00,106686.00,95256.00,229172.00,-1872.00,3621.00,358912.00,77698.00,67668.00,213546.00,73951.00,28988.00,27588.00,15626.00,-1872.00,3621.00,183655.00,44854.00,59958.00,20689.00,6892.00,51262.00,10336.00,373157.00,15626.00,1020.00,1192.00,357703.00,285711.00,71992.00,2398832.00,15.56,14.91,11.91,3.00
1982:Q3,541719.00,0.00,53108.00,95920.00,108156.00,66332.00,-28952.00,50780.00,-7536.00,34576.00,17464.00,9624.00,-32737.00,3500.00,6588.00,221548.00,9680.00,437160.00,107385.00,91611.00,231821.00,-1864.00,8207.00,363067.00,78944.00,68180.00,215943.00,74093.00,28441.00,23431.00,15878.00,-1864.00,8207.00,169311.00,39885.00,65915.00,9769.00,13608.00,40134.00,10004.00,456506.00,15878.00,-152.00,1188.00,441968.00,285808.00,156160.00,2449613.00,18.64,18.04,11.67,6.37
1982:Q4,400100.00,0.00,22520.00,215568.00,-53608.00,-42536.00,12428.00,-59052.00,-4880.00,1412.00,7556.00,58780.00,-76928.00,5668.00,8860.00,240664.00,21112.00,449298.00,116471.00,89366.00,243084.00,-1852.00,2229.00,365790.00,79830.00,68486.00,217474.00,83508.00,36641.00,20880.00,25610.00,-1852.00,2229.00,205944.00,71093.00,53555.00,22261.00,23132.00,35903.00,8596.00,286260.00,25610.00,-376.00,1188.00,262214.00,259733.00,2481.00,2487935.00,11.51,10.54,10.44,0.10
1983:Q1,569590.00,436.00,92464.00,227780.00,-125576.00,126068.00,-3040.00,69096.00,-2760.00,79216.00,-16444.00,-6636.00,-35418.00,21800.00,7664.00,238560.00,22448.00,460227.00,137237.00,85966.00,247052.00,-1938.00,-8090.00,363775.00,79871.00,69167.00,214737.00,96452.00,57366.00,16799.00,32315.00,-1938.00,-8090.00,214415.00,94761.00,70971.00,23876.00,6280.00,18527.00,8284.00,459911.00,32315.00,-2760.00,1256.00,431612.00,260573.00,171039.00,2530931.00,18.17,17.05,10.30,6.76
1983:Q2,560324.00,-184.00,21456.00,154328.00,-45684.00,110252.00,-23072.00,87856.00,572.00,62136.00,-17240.00,3012.00,-14912.00,30052.00,9480.00,270892.00,21632.00,491375.00,153601.00,85421.00,266046.00,-1948.00,-11745.00,367716.00,80559.00,69449.00,217708.00,123659.00,73042.00,15972.00,48338.00,-1948.00,-11745.00,249056.00,101541.00,55811.00,37940.00,25788.00,27976.00,8432.00,443359.00,48338.00,2680.00,1252.00,393593.00,235412.00,158181.00,2572389.00,17.24,15.30,9.15,6.15
1983:Q3,607518.00,444.00,8312.00,210888.00,16116.00,121228.00,-22864.00,57312.00,7744.00,41496.00,37540.00,-8816.00,-40026.00,20256.00,8184.00,243616.00,27316.00,505177.00,169523.00,88501.00,277787.00,-1980.00,-28654.00,372049.00,81414.00,69905.00,220730.00,133128.00,88109.00,18596.00,57057.00,-1980.00,-28654.00,286124.00,126639.00,60201.00,52892.00,6080.00,40312.00,8884.00,463406.00,57057.00,-1676.00,1256.00,409281.00,235923.00,173358.00,2645626.00,17.52,15.47,8.92,6.55
1983:Q4,440176.00,568.00,-49392.00,171592.00,8072.00,-1220.00,29224.00,-33152.00,-164.00,-1208.00,4080.00,27464.00,-22228.00,18828.00,9788.00,242328.00,34376.00,555775.00,178206.00,92861.00,293320.00,-2040.00,-6572.00,377513.00,82436.00,70528.00,224549.00,178262.00,95770.00,22333.00,68771.00,-2040.00,-6572.00,333618.00,135895.00,67545.00,77932.00,3200.00,49046.00,7560.00,292380.00,68771.00,3540.00,1256.00,221325.00,256100.00,-34775.00,2720649.00,10.75,8.13,9.41,-1.28
1984:Q1,619282.00,1012.00,23624.00,250252.00,9513.00,146120.00,856.00,113692.00,5620.00,64032.00,-38080.00,24720.00,-57861.00,13722.00,5044.00,188340.00,14796.00,594705.00,184764.00,96917.00,306894.00,-2034.00,8164.00,384906.00,83940.00,71179.00,229787.00,209799.00,100824.00,25738.00,77107.00,-2034.00,8164.00,369736.00,153201.00,87591.00,79420.00,-9636.00,59160.00,8708.00,468053.00,77107.00,692.00,1328.00,391582.00,294185.00,97397.00,2806259.00,16.68,13.95,10.48,3.47
1984:Q2,690478.00,360.00,29372.00,252628.00,32125.00,250616.00,33468.00,128820.00,6756.00,58736.00,22836.00,2188.00,-68708.00,12605.00,6092.00,161608.00,11592.00,613133.00,189608.00,101595.00,315996.00,-2127.00,8061.00,390959.00,85226.00,71907.00,233826.00,222174.00,104382.00,29688.00,82170.00,-2127.00,8061.00,356885.00,135528.00,93504.00,99272.00,4996.00,23585.00,8212.00,563979.00,82170.00,7720.00,1324.00,475413.00,307362.00,168051.00,2880722.00,19.58,16.50,10.67,5.83
1984:Q3,502806.00,-1016.00,-16744.00,196368.00,16260.00,137180.00,13164.00,56312.00,12384.00,59976.00,-4656.00,6904.00,-98485.00,32123.00,5436.00,214344.00,10436.00,617661.00,189185.00,104705.00,316741.00,-2222.00,9252.00,398625.00,86606.00,72560.00,239459.00,219036.00,102579.00,32145.00,77282.00,-2222.00,9252.00,313301.00,114921.00,92635.00,71504.00,-6700.00,40941.00,8192.00,416734.00,77282.00,452.00,1336.00,340336.00,328047.00,12289.00,2942920.00,14.16,11.56,11.15,0.42
1984:Q4,555434.00,-364.00,37688.00,192744.00,119598.00,-25708.00,39952.00,-75580.00,27984.00,-5948.00,-12116.00,32016.00,-69390.00,19209.00,7628.00,232916.00,9096.00,630106.00,191152.00,107045.00,327634.00,-2324.00,6599.00,405124.00,88079.00,73138.00,243907.00,224982.00,103073.00,33907.00,83727.00,-2324.00,6599.00,375936.00,134970.00,94662.00,76628.00,6104.00,63572.00,8328.00,412808.00,83727.00,2584.00,1356.00,327853.00,318802.00,9051.00,2985638.00,13.83,10.98,10.68,0.30
1985:Q1,741828.00,460.00,74812.00,166012.00,-17912.00,305351.00,-27360.00,121476.00,-23681.00,146880.00,88036.00,80076.00,-124755.00,30515.00,8452.00,198704.00,20112.00,651094.00,192464.00,110148.00,343133.00,-2370.00,7719.00,416392.00,89165.00,74301.00,252926.00,234702.00,103299.00,35847.00,90207.00,-2370.00,7719.00,451700.00,201770.00,94562.00,99470.00,560.00,55338.00,8906.00,533735.00,90207.00,2188.00,1420.00,442760.00,264440.00,178320.00,3014136.00,17.71,14.69,8.77,5.92
